Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
SRR10141021_1_val_1	1.0	1.0	2.5	4.5	3.5	3.5	8.5	13.0	16.5	24.5	35.5	49.0	67.0	95.0	134.0	208.0	293.5	409.0	707.5	1193.5	1727.0	2401.5	3476.5	4892.5	6614.0	8621.0	10731.5	13279.0	15663.5	18406.0	21065.0	23115.0	25324.5	27888.5	30393.0	32198.5	34361.0	37073.0	39508.5	40696.0	41582.0	42315.0	42580.5	43365.0	45092.5	46449.5	47562.0	50643.0	52432.5	52767.0	53018.5	53006.5	53829.0	54993.0	55741.5	56128.5	57555.5	58068.0	57094.5	55432.5	52033.0	47220.0	43123.5	40205.0	36020.0	30368.5	24675.5	20238.0	16404.5	13040.5	10500.0	7784.5	5403.0	3986.0	3431.5	2806.0	2064.5	1605.0	1203.5	882.5	723.0	548.5	423.5	350.5	257.0	194.5	158.0	110.0	80.0	65.0	39.5	35.5	38.5	29.0	12.5	8.0	6.0	3.0	2.0	2.5	5.5
SRR10141021_2_val_2	1.0	2.0	5.0	7.0	7.0	7.0	9.0	15.0	19.0	32.0	45.5	53.0	70.5	102.0	147.5	232.0	335.0	443.5	658.5	1115.5	1689.5	2336.0	3307.0	4641.0	6319.0	8287.0	10434.0	12975.5	15278.5	17691.5	20360.5	22781.5	25005.0	27470.5	30217.0	32280.0	34277.5	37040.0	39332.5	40238.5	41203.5	42173.5	42441.5	43247.0	45508.0	46971.5	48097.5	51415.5	53149.5	53546.0	53609.0	53462.5	54211.5	55216.5	56050.5	56559.0	57822.5	58360.0	57823.0	55582.5	52100.5	47543.5	43255.5	40299.5	36280.5	31068.5	25261.5	20371.0	16228.0	12921.0	10469.0	7795.0	5447.0	3992.5	3426.5	2792.0	2033.0	1543.5	1152.5	893.5	785.5	596.0	408.0	318.0	255.5	230.5	163.5	88.5	66.0	57.0	40.5	33.0	50.0	40.0	19.5	18.5	18.5	19.0	18.5	85.0	704.5
SRR10141022_1_val_1	1.0	0.5	1.0	1.5	1.0	2.5	3.0	3.5	6.5	13.5	19.0	28.0	41.5	63.5	92.5	149.5	226.5	268.5	415.5	752.5	1152.0	1595.0	2275.0	3190.0	4314.5	5751.5	7263.0	8858.5	10609.0	12521.5	14399.5	16112.5	17479.0	19201.5	21112.0	22363.5	23767.0	25837.5	27822.5	28569.5	29242.5	30309.0	30801.5	31598.5	33250.0	34575.5	36095.5	38626.0	40007.5	40321.0	40653.0	41090.0	41633.5	42522.0	43512.5	44007.5	44955.0	45570.5	45401.5	43700.5	40518.5	36728.5	33423.0	31217.5	27926.0	23540.0	19162.0	15675.0	12628.5	10081.5	8029.5	5823.0	4185.5	3105.5	2696.5	2308.0	1639.5	1249.5	930.5	676.5	556.5	404.0	292.0	224.0	157.5	125.5	99.0	56.5	44.0	28.5	12.0	15.5	29.0	24.0	9.0	6.0	3.0	1.0	1.0	2.0	40.0
SRR10141022_2_val_2	3.0	2.5	2.0	3.0	4.5	7.5	11.5	15.0	17.0	21.0	28.0	33.5	53.5	81.5	96.5	143.0	235.0	335.5	495.5	759.5	1117.0	1663.0	2351.5	3169.0	4243.0	5693.5	7171.5	8723.0	10320.5	12181.5	14035.0	15662.0	17195.5	18924.5	20948.0	22169.5	23584.0	25980.5	27783.0	28457.0	29488.0	30428.0	30667.5	31454.0	33583.5	34992.0	36041.0	38636.0	40364.5	41029.0	40966.0	40896.0	41587.0	42890.5	44053.0	44333.0	45092.5	45731.5	45759.5	44234.5	40807.5	36652.5	33401.0	31117.5	27656.0	23470.0	19174.5	15654.0	12653.5	10119.5	8093.5	5804.0	4119.5	3124.5	2719.0	2273.5	1603.0	1172.5	904.0	730.5	610.5	447.0	339.0	260.5	180.5	138.5	99.5	71.0	45.5	31.5	30.5	32.0	25.0	16.0	11.5	11.5	10.5	5.5	5.0	73.0	462.0
SRR10141023_1_val_1	1.0	0.5	0.0	1.5	3.5	3.0	3.5	9.5	14.5	16.0	20.0	37.0	63.0	86.5	125.0	187.5	291.0	424.0	611.5	949.5	1453.0	2270.0	3383.5	4720.5	6195.0	7828.0	9898.0	12217.5	14517.0	16603.5	19057.0	22199.0	24955.5	27264.5	30039.0	32500.5	34593.0	36808.5	39098.0	41076.5	42022.5	42526.5	42589.0	42994.0	44481.0	45207.5	45397.0	46760.0	48456.0	48860.5	48477.5	47788.5	46663.0	45313.5	44021.0	43453.5	43363.0	42305.5	39785.5	36641.5	32619.5	28232.0	24257.0	20772.5	17316.0	14074.0	11368.0	9231.5	7569.0	5942.0	4594.5	3470.5	2615.0	2077.5	1734.5	1392.0	1057.0	866.0	696.5	543.0	463.5	350.0	261.5	211.5	162.0	135.5	93.5	70.5	64.0	45.5	34.5	21.0	17.5	17.5	14.0	16.0	16.5	9.5	5.5	15.0	79.0
SRR10141023_2_val_2	8.0	11.0	19.0	26.0	28.5	34.5	43.5	52.0	55.5	61.5	66.0	82.5	119.0	151.5	202.0	294.5	433.5	628.0	932.0	1386.0	2043.0	2901.0	4004.0	5693.5	7593.5	9433.5	11687.0	14260.0	16760.5	18932.5	21524.0	24536.5	26509.0	28685.5	31709.5	33936.0	35571.0	37486.5	39189.5	40543.5	41452.5	41671.0	41999.5	42326.5	43247.0	43957.0	44188.5	45827.0	47646.0	47974.0	47219.5	46477.0	45571.5	44117.5	42589.0	41699.5	41236.0	39807.5	37707.0	34858.5	30992.0	26932.5	23085.0	19839.5	16743.5	13820.0	11269.0	8987.0	7434.0	6129.5	4742.0	3533.5	2530.5	1972.5	1723.0	1416.5	1071.0	838.5	658.0	525.0	442.5	357.5	286.0	221.0	196.0	187.0	163.5	140.0	120.0	118.0	127.5	126.5	145.5	156.0	148.0	164.0	194.5	240.5	294.0	426.5	1851.0
SRR10141024_1_val_1	0.0	0.0	0.0	1.5	4.0	6.0	8.0	9.5	12.0	20.5	36.5	46.5	56.0	88.5	150.5	224.0	303.0	414.5	609.0	957.0	1382.0	2043.5	3011.5	4265.5	5674.5	7158.5	8955.0	10961.0	12985.0	15018.0	17362.5	19764.0	21708.5	23916.5	26714.0	28737.5	30275.0	32151.5	34096.5	35817.0	36928.5	37679.5	37984.5	38319.5	39791.0	40765.5	41339.0	42920.0	44856.5	45758.5	45173.0	44615.0	43975.0	42753.0	41992.5	41869.5	41576.5	40547.5	38305.5	35042.0	30918.0	26453.0	22523.0	19229.0	15968.0	13043.5	10533.5	8391.5	6895.5	5606.0	4351.5	3224.5	2383.0	1835.0	1526.0	1255.5	949.5	726.0	553.0	435.0	343.5	239.5	182.5	156.0	130.5	97.0	73.0	56.5	40.0	30.0	23.0	20.0	13.0	8.0	8.5	13.5	13.0	3.5	4.5	28.5	401.5
SRR10141024_2_val_2	43.0	53.5	67.5	76.0	74.5	58.5	61.0	76.0	82.5	92.5	100.5	120.0	155.0	181.0	234.5	364.0	519.0	721.5	1014.5	1423.5	2000.0	2747.0	3826.5	5302.0	6985.0	8652.0	10486.5	12609.0	14675.5	16809.5	19217.0	21663.0	23459.5	25485.5	28000.5	29805.5	31344.5	32892.5	34540.5	35889.0	36676.5	37189.5	37201.5	37275.0	38425.0	39234.0	40132.5	42234.5	43861.0	44557.5	44336.0	43818.0	42908.0	41296.0	40168.5	39761.0	39378.0	38306.5	36129.5	33175.5	29366.0	25247.0	21617.0	18574.0	15544.5	12649.5	10428.5	8429.5	6763.0	5562.5	4376.5	3171.0	2298.5	1843.5	1572.0	1249.5	987.5	793.0	603.0	477.5	397.0	289.0	228.0	201.5	164.0	129.0	99.5	67.5	60.5	58.5	49.0	54.5	55.0	48.0	44.5	53.5	56.5	59.0	76.0	364.0	4456.5
SRR10141025_1_val_1	0.0	0.0	0.5	1.5	2.0	5.0	10.5	11.0	13.5	26.0	43.5	60.0	75.0	98.0	140.0	219.5	318.0	473.5	733.0	1055.0	1531.0	2214.5	3152.0	4496.5	6031.0	7686.5	9588.0	11690.5	13767.0	15773.0	18286.5	20876.0	23080.0	25415.0	28304.0	30524.0	32150.5	34508.5	36649.5	38324.0	39702.5	40569.0	40602.0	41038.0	42804.0	44001.5	44815.5	46504.0	48785.0	49691.0	49419.5	49179.0	48281.5	47285.0	46944.5	47358.0	47362.5	46210.0	44040.5	40729.5	36183.5	31228.5	26844.0	23106.5	19334.5	15769.0	12947.5	10457.5	8456.5	6886.0	5321.0	3960.0	3022.0	2337.0	1889.5	1542.5	1222.0	998.0	790.0	582.0	449.0	375.0	316.0	254.5	200.0	160.0	116.5	81.0	63.0	46.0	34.5	28.5	20.0	17.5	17.5	29.5	34.5	16.5	8.5	9.0	45.5
