Sample	Top over-represented sequence	Sum of remaining over-represented sequences
SRR10141049_2	0.0	0.0
SRR10141050_1	0.0	0.0
SRR10141050_2	0.15726702783286967	0.0
SRR10141051_1	0.0	0.0
SRR10141051_2	0.0	0.0
SRR10141052_1	1.1955891474958873	12.347285525499611
SRR10141052_2	0.2074961568542841	9.495603980689877
SRR10141053_1	0.0	0.0
SRR10141053_2	0.0	0.0
SRR10141054_1	0.0	0.0
SRR10141054_2	0.0	0.0
SRR10141055_1	0.0	0.0
SRR10141055_2	0.0	0.0
SRR10141056_1	0.1387361528386436	0.0
SRR10141056_2	0.0	0.0
SRR10141057_1	0.0	0.0
SRR10141057_2	0.0	0.0
SRR10141058_1	0.0	0.0
SRR10141058_2	0.0	0.0
SRR10141059_1	0.0	0.0
SRR10141059_2	0.0	0.0
SRR10141060_1	0.12681659327088296	0.0
SRR10141060_2	0.0	0.0
SRR10141061_1	0.0	0.0
SRR10141061_2	0.0	0.0
SRR10141062_1	0.0	0.0
SRR10141062_2	0.0	0.0
SRR10141063_1	5.084750190486557	34.580951344290845
SRR10141063_2	3.2264721889626644	28.018112550342867
SRR10141064_1	0.0	0.0
SRR10141064_2	0.0	0.0
SRR10141065_1	0.0	0.0
SRR10141065_2	0.13079260511323962	0.0
SRR10141066_1	0.0	0.0
SRR10141066_2	0.13838251646310745	0.0
SRR10141067_1	0.0	0.0
SRR10141067_2	0.0	0.0
SRR10141068_1	0.0	0.0
SRR10141068_2	0.0	0.0
SRR10141069_1	0.26353220415892215	27.849332879569292
SRR10141069_2	0.24549799151228507	21.08257633271379
SRR10141070_1	0.21526185680561613	13.26068729096472
SRR10141070_2	0.21881990402554372	10.948033946864435
SRR10141071_1	0.0	0.0
SRR10141071_2	0.0	0.0
SRR10141072_1	0.2679136745860507	27.494640854393452
SRR10141072_2	0.24733176468946608	18.980183806920756
SRR10141073_1	0.191190038453509	18.211676128519567
SRR10141073_2	0.18533109750759305	14.298711706433386
SRR10141074_1	0.2256070545087566	13.607882170504475
SRR10141074_2	0.20714619767885495	9.161200201838701
SRR10141075_1	0.24515672393998042	18.329640604213786
SRR10141075_2	0.22973953120054383	14.226097803400425
SRR10141076_1	0.5368874561197753	62.82535520177389
SRR10141076_2	0.5012018821133077	52.84061178706537
SRR10141077_1	0.5848312662769309	63.21288404450998
SRR10141077_2	0.5466999945364148	52.9301890400481
SRR10141078_1	0.5389755462723393	30.13615522239612
SRR10141078_2	0.38685008518705666	25.05043724731353
SRR10141079_1	0.3659306526572731	26.373770817188817
SRR10141079_2	0.34972454902689476	21.80998422676298
SRR10141080_1	0.3766323578954147	29.01919397695801
SRR10141080_2	0.36360857724087126	24.051510734526794
SRR10141081_1	0.843568858371538	14.185100363171342
SRR10141081_2	0.1602718143103715	9.446320434969762
SRR10141082_1	0.21625042422135912	12.776153759134084
SRR10141082_2	0.2042820535100936	10.376249506099777
SRR10141083_1	0.10389231335867519	0.0
SRR10141083_2	0.0	0.0
SRR10141084_1	0.22714832651490632	18.17604219022889
SRR10141084_2	0.20403080149204983	12.534322067392806
SRR10141085_1	0.5642947881455348	16.463421996108377
SRR10141085_2	0.3958515049438202	15.081449604230077
SRR10141086_1	0.26053442083080935	19.467882707254446
SRR10141086_2	0.2579749340932165	17.492172236394197
SRR10141087_1	0.22675285461464315	24.69696987443091
SRR10141087_2	0.2501777362897096	21.075717416282405
SRR10141088_1	0.9638481637939473	38.68984420298036
SRR10141088_2	0.4003483909508714	31.992228974179408
SRR10141089_1	0.39585128577259737	37.13844732187402
SRR10141089_2	0.3680722481745204	31.487397387636666
SRR10141090_1	0.2656711308281781	21.528556817265507
SRR10141090_2	0.25449540168258383	17.1156999189406
SRR10141091_1	0.49258409889677446	60.40302335364283
SRR10141091_2	0.47657172323015756	54.70546727640343
SRR10141092_1	0.26688513226096133	21.189954783923874
SRR10141092_2	0.29177760622626947	19.254013517558644
SRR10141093_1	0.2666252577047101	20.514946873182847
SRR10141093_2	0.31519268382935983	18.488991383411754
SRR10141094_1	0.27622293573255957	14.839095310863486
SRR10141094_2	0.2649551003588537	11.335978949537271
SRR10141095_1	0.23067305849590775	16.11706903414257
SRR10141095_2	0.22098563242395544	11.423019711104105
SRR10141096_1	0.2231110048481117	10.510993574873813
SRR10141096_2	0.21121835828208244	8.125341061901844
SRR10141097_1	0.7115334626812941	61.313015842013584
SRR10141097_2	0.6843186900144045	56.20410648659437
SRR10141098_1	0.23694607906576634	14.392238065149705
SRR10141098_2	0.2373267153373579	11.184425886311557
SRR10141099_1	0.21869283661431616	16.335912197039583
SRR10141099_2	0.20133907306111534	9.834271558066936
SRR10141100_1	0.19847184227903025	14.624092066786151
SRR10141100_2	0.20582963871332893	9.223658145457977
SRR10141101_1	0.3005139531920316	17.92371936456697
SRR10141101_2	0.2857802743915389	14.925482096589217
SRR10141102_1	0.23625612614532285	19.80396334966973
SRR10141102_2	0.29631898572341786	17.66500639249946
SRR10141103_1	0.25252745400600374	21.12236684189574
SRR10141103_2	0.29902272747086056	18.614673327114588
SRR10141104_1	0.5808878097381166	58.87765442354518
SRR10141104_2	0.5460645259774201	51.26219070484093
SRR10141105_1	0.18183069556468132	6.526207807445621
SRR10141105_2	0.1784877375712427	4.587128300761342
SRR10141106_1	0.21829512881650642	10.946777650572848
SRR10141106_2	0.20297315210935415	8.141478656830758
SRR10141107_1	0.3598256924786184	26.02719084825238
SRR10141107_2	0.3151572136244888	23.434209090001957
SRR10141108_1	0.18750041796794018	6.892960082389841
SRR10141108_2	0.17278794647335372	6.074662449091505
SRR10141109_1	0.16296497487623302	5.933786457002793
SRR10141109_2	0.1519486945232942	4.773943078119673
SRR10141110_1	0.3821475666634216	23.273123113821228
SRR10141110_2	0.4603825015708937	21.266981140424615
SRR10141111_1	0.313703963143573	24.216666217636124
SRR10141111_2	0.35260123393593235	21.561211843629607
SRR10141112_1	2.5152495493048184	31.05742556326608
SRR10141112_2	1.004288807118926	27.095629697313928
SRR10141113_1	0.7780531175685037	25.613979961293715
SRR10141113_2	0.6762884830999293	24.088224582050845
SRR10141114_1	0.5468442344180718	63.65141588801781
SRR10141114_2	0.47658683277843406	61.748201052518525
SRR10141115_1	0.3486818616329022	21.434000944406698
SRR10141115_2	0.3780506063782003	19.879185046126214
SRR10141116_1	0.8387470532724616	57.58710229046203
SRR10141116_2	0.8306097737229026	54.75660425251799
SRR10141117_1	0.5259551345242961	57.424532951840526
SRR10141117_2	0.513707893534659	52.820321704214834
SRR10141118_1	0.23420750893888975	20.956866180453794
SRR10141118_2	0.2576463593311511	19.338228041009852
SRR10141119_1	0.4617879407768554	12.176398889945984
SRR10141119_2	0.24240637338788362	10.319520476119552
