Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality
SRR10141104_1	SRR10141104_1.fastq	Conventional base calls	Sanger / Illumina 1.9	1467409.0	0.0	151.0	49.0	8.265862740983977	151.0	pass	pass	pass	warn	fail	pass	pass	fail	warn	warn	
SRR10141104_2	SRR10141104_2.fastq	Conventional base calls	Sanger / Illumina 1.9	1467409.0	0.0	151.0	49.0	12.66590456631197	151.0	pass	pass	pass	pass	fail	pass	pass	fail	warn	warn	
SRR10141105_1	SRR10141105_1.fastq	Conventional base calls	Sanger / Illumina 1.9	3051190.0	0.0	151.0	45.0	7.486895228845835	151.0	pass	pass	pass	pass	fail	pass	pass	fail	warn	pass	
SRR10141105_2	SRR10141105_2.fastq	Conventional base calls	Sanger / Illumina 1.9	3051190.0	0.0	151.0	45.0	11.362349096778132	151.0	pass	pass	pass	pass	fail	pass	pass	fail	warn	pass	
SRR10141106_1	SRR10141106_1.fastq	Conventional base calls	Sanger / Illumina 1.9	580865.0	0.0	151.0	45.0	8.698751000662805	151.0	pass	pass	pass	pass	warn	pass	pass	fail	warn	warn	pass
SRR10141106_2	SRR10141106_2.fastq	Conventional base calls	Sanger / Illumina 1.9	580865.0	0.0	151.0	45.0	11.513518631695833	151.0	pass	pass	pass	pass	fail	pass	pass	fail	warn	warn	pass
SRR10141107_1	SRR10141107_1.fastq	Conventional base calls	Sanger / Illumina 1.9	1493223.0	0.0	151.0	44.0	9.254334806619738	151.0	pass	pass	pass	pass	warn	pass	pass	fail	warn	warn	
SRR10141107_2	SRR10141107_2.fastq	Conventional base calls	Sanger / Illumina 1.9	1493223.0	0.0	151.0	44.0	12.820500164701757	151.0	pass	pass	pass	pass	warn	pass	pass	fail	warn	warn	
SRR10141108_1	SRR10141108_1.fastq	Conventional base calls	Sanger / Illumina 1.9	1196264.0	0.0	151.0	44.0	7.060899600757023	151.0	pass	pass	pass	pass	warn	pass	pass	fail	warn	pass	
SRR10141108_2	SRR10141108_2.fastq	Conventional base calls	Sanger / Illumina 1.9	1196264.0	0.0	151.0	44.0	9.71549709346449	151.0	pass	pass	pass	pass	warn	pass	pass	fail	warn	pass	
SRR10141109_1	SRR10141109_1.fastq	Conventional base calls	Sanger / Illumina 1.9	1052987.0	0.0	151.0	45.0	7.797247259462842	151.0	pass	pass	pass	pass	warn	pass	pass	fail	warn	pass	
SRR10141109_2	SRR10141109_2.fastq	Conventional base calls	Sanger / Illumina 1.9	1052987.0	0.0	151.0	45.0	10.322419465879431	151.0	pass	pass	pass	pass	warn	pass	pass	fail	warn	pass	
SRR10141110_1	SRR10141110_1.fastq	Conventional base calls	Sanger / Illumina 1.9	564965.0	0.0	126.0	48.0	8.954360004602055	126.0	pass	pass	pass	pass	fail	pass	pass	fail	warn	pass	warn
SRR10141110_2	SRR10141110_2.fastq	Conventional base calls	Sanger / Illumina 1.9	564965.0	0.0	126.0	48.0	9.944332834777375	126.0	pass	pass	pass	pass	fail	pass	pass	fail	warn	pass	warn
SRR10141111_1	SRR10141111_1.fastq	Conventional base calls	Sanger / Illumina 1.9	593872.0	0.0	151.0	46.0	8.608420669773958	151.0	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail	pass
SRR10141111_2	SRR10141111_2.fastq	Conventional base calls	Sanger / Illumina 1.9	593872.0	0.0	151.0	46.0	11.601826656249157	151.0	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail	pass
SRR10141112_1	SRR10141112_1.fastq	Conventional base calls	Sanger / Illumina 1.9	485916.0	0.0	151.0	48.0	10.747125017492735	151.0	pass	pass	pass	pass	warn	pass	pass	fail	fail	fail	warn
SRR10141112_2	SRR10141112_2.fastq	Conventional base calls	Sanger / Illumina 1.9	485916.0	0.0	151.0	48.0	14.894138081479102	151.0	pass	pass	pass	pass	warn	pass	pass	fail	fail	fail	pass
SRR10141113_1	SRR10141113_1.fastq	Conventional base calls	Sanger / Illumina 1.9	280058.0	0.0	151.0	48.0	12.406358682844267	151.0	pass	pass	pass	pass	warn	pass	pass	fail	warn	fail	pass
SRR10141113_2	SRR10141113_2.fastq	Conventional base calls	Sanger / Illumina 1.9	280058.0	0.0	151.0	48.0	14.216340900813403	151.0	pass	pass	pass	pass	warn	pass	pass	fail	warn	fail	pass
SRR10141114_1	SRR10141114_1.fastq	Conventional base calls	Sanger / Illumina 1.9	223464.0	0.0	151.0	51.0	10.085740879962767	151.0	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail	pass
SRR10141114_2	SRR10141114_2.fastq	Conventional base calls	Sanger / Illumina 1.9	223464.0	0.0	151.0	51.0	11.389754054344325	151.0	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail	pass
SRR10141115_1	SRR10141115_1.fastq	Conventional base calls	Sanger / Illumina 1.9	347308.0	0.0	151.0	46.0	10.51285890333652	151.0	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail	pass
SRR10141115_2	SRR10141115_2.fastq	Conventional base calls	Sanger / Illumina 1.9	347308.0	0.0	151.0	46.0	12.983288608382185	151.0	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail	pass
SRR10141116_1	SRR10141116_1.fastq	Conventional base calls	Sanger / Illumina 1.9	1646742.0	0.0	151.0	49.0	8.433167432181015	151.0	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail	
SRR10141116_2	SRR10141116_2.fastq	Conventional base calls	Sanger / Illumina 1.9	1646742.0	0.0	151.0	49.0	11.217416347568937	151.0	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail	
SRR10141117_1	SRR10141117_1.fastq	Conventional base calls	Sanger / Illumina 1.9	1330912.0	0.0	151.0	50.0	9.144010031798343	151.0	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail	
SRR10141117_2	SRR10141117_2.fastq	Conventional base calls	Sanger / Illumina 1.9	1330912.0	0.0	151.0	50.0	12.24210545029869	151.0	pass	pass	pass	pass	fail	pass	pass	fail	warn	fail	
SRR10141118_1	SRR10141118_1.fastq	Conventional base calls	Sanger / Illumina 1.9	1105003.0	0.0	151.0	45.0	10.654490104890728	151.0	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail	
SRR10141118_2	SRR10141118_2.fastq	Conventional base calls	Sanger / Illumina 1.9	1105003.0	0.0	151.0	45.0	12.87306056273284	151.0	pass	pass	pass	pass	warn	pass	pass	fail	warn	fail	
SRR10141119_1	SRR10141119_1.fastq	Conventional base calls	Sanger / Illumina 1.9	1315972.0	0.0	35-151	45.0	7.020286145905839	147.5542450751232	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	
SRR10141119_2	SRR10141119_2.fastq	Conventional base calls	Sanger / Illumina 1.9	1315972.0	0.0	35-151	45.0	9.617362764938003	147.51951637268877	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	
